,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy
731,f,1.0,-22.986015624825693,-43.207513901823646,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff""}",$598.00,4,$0.00,3,14,2.0,f,f,strict_14_with_grace_period
732,f,1.0,-22.960817815468896,-43.16616031623486,Apartment,Entire home/apt,7,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Baby monitor"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}","$1,441.00",2,$75.00,1,1125,7.0,f,f,strict_14_with_grace_period
733,f,2.0,-22.95258207593168,-43.19328559239458,Apartment,Entire home/apt,6,3.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer}",$995.00,1,$0.00,5,30,1.0,f,f,strict_14_with_grace_period
734,t,4.0,-22.937443166780728,-43.177555708139295,Hostel,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Air conditioning"",Elevator,""Fire extinguisher""}",$152.00,1,$0.00,2,30,11.0,f,f,strict_14_with_grace_period
735,f,3.0,-22.963803831190624,-43.17137399121005,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",$299.00,1,$0.00,1,30,4.0,f,f,flexible
736,f,6.0,-22.95963177895721,-43.171022948726375,Bed and breakfast,Private room,5,0.5,1.0,5.0,Real Bed,"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",$93.00,2,$75.00,2,60,62.0,f,f,strict_14_with_grace_period
737,f,1.0,-22.93425484025661,-43.17733012689347,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",$249.00,2,$100.00,3,15,7.0,f,f,strict_14_with_grace_period
738,f,1.0,-22.91903260752,-43.18723669355376,Bed and breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly""}",$249.00,1,$0.00,1,1125,0.0,f,f,flexible
739,f,3.0,-22.976898741405613,-43.188383002453925,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",$528.00,1,$0.00,10,365,1.0,f,f,strict_14_with_grace_period
740,f,2.0,-22.97896329922995,-43.20207430227296,Apartment,Entire home/apt,7,3.0,3.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}","$1,554.00",1,$0.00,1,1125,0.0,f,f,strict_14_with_grace_period
741,f,3.0,-22.96231325323149,-43.16671046069005,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$350.00,1,$50.00,5,100,17.0,f,f,strict_14_with_grace_period
742,f,41.0,-23.011626272823577,-43.391480840134975,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Family/kid friendly""}",$350.00,1,$0.00,1,1125,3.0,f,f,strict_14_with_grace_period
743,f,1.0,-22.98617018484745,-43.22266966731686,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",$400.00,4,$0.00,5,1125,6.0,f,f,strict_14_with_grace_period
744,f,1.0,-23.005293198451948,-43.36863372261396,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$975.00,1,$0.00,7,1125,1.0,f,f,strict_14_with_grace_period
745,f,5.0,-22.98015667684893,-43.199279522221616,Apartment,Entire home/apt,12,3.0,3.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",$699.00,1,$0.00,1,1000,17.0,f,f,strict_14_with_grace_period
746,f,1.0,-22.931905936755108,-43.17849823549465,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Iron,""Bed linens""}",$140.00,1,$0.00,1,30,163.0,f,f,strict_14_with_grace_period
747,f,5.0,-22.98469511788779,-43.20500218955082,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed""}",$101.00,1,$200.00,2,30,26.0,f,f,moderate
748,t,5.0,-22.981758045316983,-43.204264803764296,Loft,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Window guards"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Long term stays allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Wide entryway""}",$93.00,2,$91.00,1,365,229.0,t,f,strict_14_with_grace_period
749,f,2.0,-22.98531591481025,-43.22462136375926,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$299.00,1,$0.00,2,90,21.0,f,f,moderate
750,f,6.0,-22.96035260691905,-43.1709126478554,Bed and breakfast,Private room,2,0.5,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",$93.00,1,$0.00,2,60,153.0,f,f,strict_14_with_grace_period
751,f,3.0,-22.97019920064321,-43.18700086762209,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Family/kid friendly""}",$152.00,1,$0.00,3,100,4.0,f,f,strict_14_with_grace_period
752,f,3.0,-22.967599051832757,-43.18377527046577,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",""Hot water"",""Host greets you"",""Paid parking on premises""}",$171.00,2,$30.00,5,26,11.0,f,f,strict_14_with_grace_period
753,f,7.0,-22.957351203615502,-43.18212493681053,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer}",$136.00,2,$19.00,5,90,8.0,f,f,strict_14_with_grace_period
754,f,5.0,-22.935821064622303,-43.19833006453685,Bed and breakfast,Private room,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly""}",$225.00,2,$82.00,1,1125,57.0,f,f,strict_14_with_grace_period
755,t,2.0,-22.98261276789659,-43.22565475392028,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$190.00,2,$50.00,2,1125,41.0,f,f,strict_14_with_grace_period
756,f,1.0,-22.918683904067173,-43.18692607493666,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Washer}",$152.00,1,$50.00,7,30,0.0,f,f,strict_14_with_grace_period
757,f,4.0,-22.96565906709948,-43.18711964896524,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",$120.00,1,$0.00,3,60,1.0,f,f,strict_14_with_grace_period
758,t,3.0,-22.974360694801888,-43.189653627225326,Apartment,Entire home/apt,5,1.5,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}",$148.00,2,$20.00,3,1124,43.0,f,f,strict_14_with_grace_period
759,f,6.0,-22.91939667297624,-43.188280800341616,Bed and breakfast,Private room,3,2.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Smoking allowed"",Breakfast,""Family/kid friendly"",Washer}",$85.00,1,$40.00,1,180,30.0,f,f,strict_14_with_grace_period
760,f,4.0,-22.97375229553033,-43.19997119875581,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Private entrance"",""Hot water""}",$423.00,2,$222.00,2,10,0.0,f,f,moderate
761,f,4.0,-22.97406568107249,-43.199763359276034,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}",$591.00,2,$152.00,3,30,1.0,f,f,moderate
762,f,1.0,-22.974945084626217,-43.22555975041441,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Essentials}",$291.00,1,$0.00,1,1125,0.0,f,f,flexible
763,t,1.0,-22.986456742762908,-43.19865813052844,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed""}",$202.00,1,$0.00,3,90,136.0,f,f,strict_14_with_grace_period
765,t,8.0,-22.98625885576056,-43.19006033035018,Apartment,Entire home/apt,9,3.0,3.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$346.00,4,$52.00,3,1125,122.0,t,f,moderate
766,f,4.0,-22.985275794186144,-43.20506006465334,Apartment,Entire home/apt,4,1.5,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$284.00,3,$50.00,3,89,143.0,t,f,strict_14_with_grace_period
767,f,3.0,-22.9358373939737,-43.2012125189223,House,Private room,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Family/kid friendly""}",$163.00,1,$155.00,1,1125,0.0,f,f,strict_14_with_grace_period
768,f,3.0,-22.93896871760821,-43.206338442083776,House,Private room,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events""}",$163.00,1,$117.00,1,1125,29.0,f,f,strict_14_with_grace_period
769,f,1.0,-23.01180956279059,-43.3029626652824,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",$400.00,1,$0.00,3,365,15.0,f,f,moderate
770,f,3.0,-22.923981099522447,-43.17404154100255,House,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer}",$385.00,5,$233.00,3,5,5.0,t,f,strict_14_with_grace_period
771,f,1.0,-22.98366117428239,-43.21729685165905,Apartment,Entire home/apt,8,1.5,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Hot water""}",$692.00,6,$150.00,3,90,20.0,f,f,strict_14_with_grace_period
772,t,1.0,-22.9799446740592,-43.190468288793575,Apartment,Entire home/apt,4,2.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}",$330.00,4,$0.00,7,60,43.0,f,f,moderate
773,f,4.0,-22.94046635067171,-43.20417424681109,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",$93.00,2,$85.00,2,9999,40.0,f,f,strict_14_with_grace_period
774,f,3.0,-22.943520378098462,-43.20530877167033,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$109.00,2,$30.00,3,1124,1.0,f,f,flexible
775,f,1.0,-22.96511969559235,-43.17608398236767,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",$152.00,2,$0.00,2,1125,36.0,f,f,strict_14_with_grace_period
776,t,2.0,-22.985005464416044,-43.19060896271906,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$82.00,1,$50.00,3,365,47.0,f,f,moderate
777,t,3.0,-22.95193274906541,-43.16765352145583,House,Entire home/apt,6,1.0,2.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$268.00,4,$117.00,4,360,16.0,f,f,strict_14_with_grace_period
778,t,5.0,-22.9630618388922,-43.171432832377626,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",$699.00,4,$100.00,5,800,0.0,f,f,strict_14_with_grace_period
779,t,3.0,-22.982259671014383,-43.19391374053648,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron}",$105.00,1,$0.00,4,90,65.0,t,f,strict_14_with_grace_period
780,f,1.0,-22.984992040751557,-43.22166036306546,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials}","$1,146.00",2,$389.00,3,90,1.0,f,f,strict_14_with_grace_period
781,t,5.0,-22.96236348966097,-43.17118230739118,Apartment,Entire home/apt,6,1.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$377.00,6,$0.00,3,180,96.0,f,f,moderate
782,f,1.0,-22.918848243577624,-43.18177606694152,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$280.00,2,$75.00,3,25,2.0,f,f,strict_14_with_grace_period
783,f,6.0,-22.91548649595666,-43.190106259710895,Boutique hotel,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Hot tub"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",$221.00,1,$154.00,3,20,4.0,f,f,strict_14_with_grace_period
784,f,3.0,-22.936784432983718,-43.18454300266258,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",$39.00,1,$0.00,3,1125,38.0,f,f,flexible
785,f,2.0,-22.980711710567945,-43.22170652360285,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$190.00,6,$20.00,2,60,19.0,f,f,moderate
786,f,1.0,-22.91182938537289,-43.183366797160254,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,{},$800.00,1,$0.00,1,1125,0.0,f,f,flexible
787,f,1.0,-22.98440066292016,-43.211316233188974,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}",$816.00,4,$194.00,2,30,34.0,f,f,strict_14_with_grace_period
788,f,5.0,-22.910430248556757,-43.17339182254721,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$280.00,4,$140.00,3,180,5.0,f,f,moderate
789,f,1.0,-22.9621239677198,-43.1697228480027,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator}",$249.00,1,$0.00,1,1825,4.0,t,f,strict_14_with_grace_period
790,f,1.0,-22.916158605368803,-43.17612766933071,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Bed linens"",""Extra pillows and blankets""}",$155.00,2,$44.00,3,15,7.0,f,f,moderate
791,f,54.0,-22.96663558570228,-43.187207859474825,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Private entrance"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}","$1,119.00",2,$80.00,3,89,0.0,f,f,strict_14_with_grace_period
