,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy
0,f,2.0,-22.96591903141144,-43.17896230586568,Condominium,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Hot tub"",""Family/kid friendly"",""Suitable for events"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Luggage dropoff allowed""}",$307.00,2,$58.00,4,90,213.0,t,f,strict_14_with_grace_period
1,f,1.0,-22.985697888896297,-43.20193477968938,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Beach essentials""}",$233.00,2,$225.00,3,90,85.0,f,f,strict_14_with_grace_period
2,f,3.0,-22.977116804101872,-43.190454147220834,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$159.00,2,$45.00,4,30,214.0,f,f,strict_14_with_grace_period
3,t,1.0,-22.98302369705461,-43.21427004586688,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$253.00,2,$39.00,2,1125,215.0,t,f,strict_14_with_grace_period
4,f,1.0,-22.988164695838663,-43.193587723245706,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",$350.00,2,$58.00,2,89,122.0,f,f,strict_14_with_grace_period
5,t,1.0,-22.981268983403908,-43.19045722266828,Loft,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Luggage dropoff allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide entryway"",""Host greets you"",Beachfront}",$221.00,2,$80.00,3,30,267.0,t,f,strict_14_with_grace_period
6,f,1.0,-22.96680789927568,-43.18657351368087,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Iron}",$152.00,1,$150.00,4,60,1.0,f,f,moderate
7,f,3.0,-22.921990204401368,-43.18383627708071,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}",$136.00,1,$0.00,3,730,1.0,f,f,strict_14_with_grace_period
8,f,7.0,-22.9863327988552,-43.20256262652219,Serviced apartment,Entire home/apt,13,7.0,6.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}","$3,392.00",7,$132.00,2,89,36.0,t,f,strict_14_with_grace_period
9,t,1.0,-22.983592667034547,-43.19381929721071,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Breakfast,Elevator,""Free street parking"",Heating,Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Wide entryway""}",$120.00,1,$0.00,3,30,13.0,t,f,strict_14_with_grace_period
10,f,7.0,-22.964674754014865,-43.17441845686111,Apartment,Entire home/apt,11,3.5,4.0,6.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",""Suitable for events"",Washer}",$556.00,8,$80.00,3,750,2.0,f,f,strict_14_with_grace_period
11,f,53.0,-22.97934047183976,-43.19112518175488,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Luggage dropoff allowed"",""Long term stays allowed""}",$175.00,2,$19.00,2,90,65.0,t,f,strict_14_with_grace_period
12,f,7.0,-22.98550702996067,-43.20409638380855,Serviced apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Flat path to front door"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Wide clearance to shower, toilet"",""Wide entryway"",""Host greets you"",""Paid parking on premises""}",$882.00,4,$132.00,2,89,57.0,t,f,strict_14_with_grace_period
13,f,4.0,-23.00307495204619,-43.30911201234122,House,Entire home/apt,12,7.0,4.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Breakfast,""Pets live on this property"",Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}","$2,409.00",1,$0.00,1,730,7.0,f,f,strict_14_with_grace_period
14,f,2.0,-22.98108241879745,-43.19077642991398,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",Waterfront,Beachfront}",$144.00,2,$100.00,3,1125,100.0,t,f,strict_14_with_grace_period
15,f,22.0,-23.00824889982358,-43.29196227282903,House,Entire home/apt,10,5.0,4.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials}",$971.00,4,$175.00,2,365,13.0,f,f,strict_14_with_grace_period
16,f,1.0,-22.981808499143888,-43.20207447846784,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$78.00,1,$0.00,5,1125,3.0,f,f,strict_14_with_grace_period
17,f,2.0,-22.930459638444702,-43.17449904539461,Apartment,Entire home/apt,6,2.0,4.0,4.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you"",Beachfront}",$793.00,5,$123.00,7,365,8.0,f,f,strict_14_with_grace_period
18,f,3.0,-22.98021389833303,-43.20232434530234,Apartment,Entire home/apt,4,3.0,2.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,Dryer}","$1,476.00",1,$0.00,2,30,0.0,f,f,flexible
19,f,7.0,-22.986233139187803,-43.20352791940846,Serviced apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}","$1,807.00",3,$132.00,2,89,49.0,t,f,strict_14_with_grace_period
20,f,1.0,-22.92872912020029,-43.17472526005519,Apartment,Entire home/apt,4,2.0,3.0,4.0,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""High chair"",""Hot water"",Other}",$260.00,1,$0.00,4,60,1.0,f,f,strict_14_with_grace_period
21,t,3.0,-22.982817069184247,-43.1957117752884,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$152.00,2,$46.00,3,89,134.0,t,f,strict_14_with_grace_period
22,f,1.0,-22.984982857327967,-43.19135454377816,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Private entrance""}",$113.00,1,$39.00,1,365,79.0,f,f,strict_14_with_grace_period
23,f,10.0,-22.945083234481626,-43.181622711076784,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace""}",$171.00,2,$110.00,3,365,70.0,t,f,strict_14_with_grace_period
24,t,5.0,-22.986301307565736,-43.19707824115815,Serviced apartment,Entire home/apt,5,1.0,1.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$350.00,2,$19.00,1,420,251.0,t,f,strict_14_with_grace_period
25,f,1.0,-22.98448796128208,-43.23067691137378,Apartment,Private room,2,1.0,1.0,2.0,Pull-out Sofa,"{Wifi,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$466.00,1,$0.00,2,8,13.0,f,f,strict_14_with_grace_period
26,f,1.0,-22.98490375114116,-43.19538874348203,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you"",""Paid parking on premises""}",$291.00,2,$777.00,2,120,12.0,f,f,strict_14_with_grace_period
27,f,2.0,-22.985087803450085,-43.30055768107104,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Dog(s),Washer,Essentials,""Hair dryer"",Iron}",$198.00,2,$0.00,2,120,2.0,f,f,strict_14_with_grace_period
28,f,1.0,-22.98026529884033,-43.19254657523175,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$120.00,2,$78.00,3,365,130.0,f,f,strict_14_with_grace_period
29,f,8.0,-22.981519259702555,-43.19018479326135,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Long term stays allowed""}",$109.00,2,$30.00,4,1125,5.0,t,f,strict_14_with_grace_period
30,f,1.0,-22.982383750259697,-43.19366318041831,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",$346.00,4,$389.00,5,180,84.0,t,f,strict_14_with_grace_period
31,f,1.0,-22.981187165657264,-43.19372670447496,Apartment,Entire home/apt,12,4.0,4.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,Iron,""Laptop friendly workspace"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove}",$373.00,6,$79.00,2,365,103.0,t,f,strict_14_with_grace_period
32,t,7.0,-22.928748692491087,-43.19341175995508,Bed and breakfast,Private room,16,5.0,7.0,10.0,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Wide entryway""}",$175.00,2,$44.00,1,30,170.0,f,f,moderate
33,f,1.0,-22.97677505396397,-43.192082152445366,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,""Family/kid friendly"",Washer}",$198.00,1,$200.00,2,6,5.0,f,f,moderate
34,f,2.0,-22.91788629684083,-43.18059101849662,Villa,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",$400.00,1,$0.00,2,10,0.0,f,f,strict_14_with_grace_period
35,t,3.0,-22.91431201768764,-43.18884415499858,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",$70.00,2,$50.00,2,365,78.0,t,f,strict_14_with_grace_period
36,f,7.0,-22.9762875012061,-43.23145352664387,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Host greets you""}",$140.00,2,$25.00,5,90,20.0,f,f,strict_14_with_grace_period
37,f,2.0,-22.92519429813101,-43.19118336151668,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",$78.00,1,$43.00,2,60,12.0,t,f,moderate
38,f,4.0,-22.969249062223447,-43.18283457669387,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",Iron,""Bed linens"",""Extra pillows and blankets""}",$319.00,1,$0.00,3,60,20.0,f,f,strict_14_with_grace_period
39,f,4.0,-22.985487643358088,-43.19294505091868,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head""}",$241.00,2,$80.00,2,730,0.0,t,f,strict_14_with_grace_period
40,f,7.0,-22.982697390969506,-43.21908031793641,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront,Beachfront}",$299.00,3,$20.00,2,90,44.0,t,f,strict_14_with_grace_period
41,f,1.0,-22.97352202274484,-43.382417058065634,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}",$583.00,1,$194.00,1,90,0.0,f,f,flexible
42,f,1.0,-22.887564336758672,-43.5941334568168,Townhouse,Entire home/apt,8,1.0,2.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Safety card"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Ethernet connection"",""Luggage dropoff allowed""}",$171.00,4,$45.00,1,60,6.0,f,f,strict_14_with_grace_period
43,f,3.0,-22.98386039967817,-43.21383479718011,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Host greets you""}",$299.00,1,$0.00,2,90,2.0,f,f,strict_14_with_grace_period
44,f,1.0,-22.94103019897892,-43.17617189796836,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$427.00,1,$0.00,2,365,38.0,f,f,strict_14_with_grace_period
45,f,7.0,-22.977002291527334,-43.190410197540025,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access""}",$159.00,3,$30.00,2,89,44.0,t,f,strict_14_with_grace_period
46,f,7.0,-22.97550267771828,-43.18864613001935,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}",$179.00,2,$20.00,2,89,32.0,t,f,moderate
47,f,3.0,-22.98667861455319,-43.22171052846176,Apartment,Entire home/apt,4,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$486.00,3,$100.00,3,1125,27.0,f,f,strict_14_with_grace_period
